Skor_CFIT,Skor_APM,Skor_WA,skor_AN,AVG_ RA_ZR,AVG_FA_WU,skor Bisnis,Skor_sosial,Skor_desain,Skor_hitungan,Ket_ES,Ket_RE,Ket_AVG_4-6-8,skor_ACT,skor_DES,skor_FEAS,E1_Score,E2_Score,E3_Score,E4_Score,E5_Score,E6_Score,AVG_E,IPK
12.0,15.0,10.0,14.0,11.0,12.5,20.0,3.0,14.0,20.0,Baik,Baik,Tinggi,8.624596361345198,8.906119209121087,8.827790973871736,A,A-,A,A-,A,A,89.165,3.41
15.0,17.0,12.0,10.0,11.5,11.5,20.0,3.0,10.0,20.0,Tinggi,Baik,Tinggi,8.624596361345198,7.0,8.827790973871736,A,A,A,A-,A,A,90.8325,3.9
16.0,11.0,11.0,13.0,12.5,11.5,13.0,1.0,15.0,13.0,Tinggi,Baik,Cukup,9.2546664566433,7.751551450425748,9.302850356294538,A,A,A,A-,A,A,90.8325,3.89
12.0,9.0,14.0,12.0,10.5,11.0,17.0,1.0,9.0,18.0,Kurang,Baik,Cukup,9.56970150429235,7.174267571078079,10.252969121140143,B+,A-,B,B,A-,B,76.66166666666668,3.23
12.0,12.0,12.0,10.0,9.0,12.0,16.0,5.0,14.0,12.0,Cukup,Baik,Baik,9.884736551941401,6.8856256314042446,9.065320665083137,B,B,B-,C+,B+,B-,69.995,3.06
14.0,15.0,14.0,12.0,12.5,12.0,20.0,7.0,7.0,20.0,Baik,Tinggi,Cukup,8.939631408994249,7.0,9.065320665083137,A,A-,B+,C+,B+,B,77.49583333333334,3.21
13.0,14.0,14.0,14.0,10.5,14.0,20.0,5.0,10.0,18.0,Baik,Cukup,Baik,7.994526266047096,7.0,7.4026128266033275,B+,B+,A,A-,A,A-,84.16333333333334,3.49
14.0,15.0,15.0,11.0,11.0,9.5,16.0,1.0,15.0,18.0,Baik,Kurang,Tinggi,8.939631408994249,7.174267571078079,9.065320665083137,A,B+,B+,A-,A-,B+,81.66250000000001,3.54
15.0,7.0,15.0,14.0,12.0,13.0,19.0,3.0,5.0,20.0,Rendah,Cukup,Cukup,9.56970150429235,7.0,8.115201900237532,B,B,A,B-,A-,B+,77.49583333333334,3.32
14.0,8.0,12.0,11.0,10.0,10.0,19.0,,15.0,20.0,Cukup,Baik,Baik,10.199771599590452,6.0,9.302850356294538,B+,B,B+,C+,B,B-,71.66166666666668,3.01
16.0,16.0,15.0,15.0,13.0,12.0,17.0,5.0,5.0,20.0,Tinggi,Baik,Tinggi,8.624596361345198,7.174267571078079,9.302850356294538,A-,A,A,A-,A-,A-,85.83,3.34
15.0,14.0,14.0,14.0,12.0,10.5,19.0,5.0,12.0,20.0,Cukup,Cukup,Baik,8.624596361345198,6.59698369173041,10.490498812351545,B-,B,A,B+,A,B+,79.99666666666667,3.23
14.0,9.0,10.0,12.0,13.0,10.5,18.0,3.0,12.0,20.0,Cukup,Baik,Baik,8.624596361345198,7.0,9.065320665083137,C+,B+,A,A-,A,A-,81.66333333333334,3.2
11.0,9.0,10.0,10.0,11.5,8.5,20.0,5.0,11.0,20.0,Baik,Baik,Tinggi,7.994526266047096,6.8856256314042446,7.87767220902613,B,B,B,B+,A,A-,78.32916666666667,3.41
15.0,12.0,12.0,10.0,12.0,12.0,20.0,1.0,8.0,20.0,Baik,Baik,Tinggi,7.994526266047096,7.0,8.827790973871736,B-,B+,B+,A-,A-,B+,77.495,3.46
18.0,14.0,12.0,14.0,12.5,10.5,20.0,9.0,7.0,17.0,Baik,Cukup,Baik,8.624596361345198,6.0,8.115201900237532,B+,A,A,A-,A,A,88.33166666666666,3.79
13.0,14.0,14.0,14.0,11.5,13.0,20.0,5.0,11.0,20.0,Cukup,Baik,Tinggi,9.2546664566433,8.328835329773417,10.015439429928742,B-,B,A,A-,A,A-,81.66333333333334,3.59
12.0,12.0,12.0,11.0,10.0,11.5,13.0,1.0,13.0,19.0,Cukup,Cukup,Kurang,6.7343860754508915,8.040193390099583,8.827790973871736,B+,A-,A,B,B+,B,79.16250000000001,3.39
15.0,9.0,10.0,10.0,9.5,10.0,20.0,1.0,11.0,20.0,Cukup,Cukup,Baik,12.089981885484757,9.77204502814259,11.678147268408551,D,A-,A,B+,A-,B+,77.07916666666667,3.31
10.0,14.0,13.0,14.0,10.5,10.5,16.0,1.0,11.0,15.0,Baik,Baik,Cukup,10.199771599590452,6.0,8.352731591448933,B,A-,B-,B,B+,B-,73.32833333333333,3.02
17.0,17.0,10.0,11.0,11.5,10.5,20.0,1.0,15.0,20.0,Kurang,Cukup,Cukup,7.0,7.0,8.115201900237532,B-,B,B+,B+,B,B-,72.495,2.79
14.0,14.0,13.0,12.0,11.0,12.0,12.0,5.0,10.0,10.0,Cukup,Baik,Baik,8.0,6.0,9.065320665083137,B+,B+,B+,B,B+,B+,76.66166666666668,3.28
12.0,12.0,10.0,11.0,11.5,11.5,15.0,1.0,9.0,20.0,Cukup,Baik,Baik,8.0,6.0,7.165083135391926,A-,B+,B-,C+,A-,A-,75.82833333333333,3.17
12.0,6.0,12.0,12.0,10.5,11.5,20.0,5.0,7.0,17.0,Rendah,Kurang,Kurang,5.0,6.0,7.87767220902613,B-,B+,B-,B,B+,B-,71.66166666666668,3.05
12.0,15.0,14.0,13.0,11.0,10.0,20.0,7.0,9.0,20.0,Baik,Baik,Baik,8.624596361345198,6.59698369173041,8.827790973871736,A,B+,A,B+,B+,B+,82.49666666666667,3.64
16.0,14.0,12.0,12.0,12.0,9.0,20.0,5.0,7.0,18.0,Cukup,Tinggi,Cukup,9.884736551941401,7.4629095107519134,10.252969121140143,B+,A-,B,A-,A-,B,78.32833333333333,3.38
0.0,6.0,7.0,10.0,8.5,9.0,12.0,,3.0,20.0,Kurang,Cukup,Kurang,9.56970150429235,6.0,9.54038004750594,B+,B,B-,B-,A,B+,75.82916666666667,2.58
13.0,15.0,14.0,13.0,11.5,11.0,17.0,1.0,5.0,20.0,Baik,Kurang,Tinggi,7.994526266047096,7.0,9.77790973871734,A-,A-,B,A,B+,B+,80.82916666666667,3.48
15.0,14.0,16.0,12.0,11.0,12.5,19.0,7.0,11.0,17.0,Baik,Baik,Baik,8.624596361345198,7.751551450425748,8.590261282660334,B+,B+,B,B,A-,B+,76.66166666666668,3.24
14.0,18.0,14.0,15.0,14.5,15.5,14.0,3.0,11.0,20.0,Cukup,Cukup,Kurang,8.624596361345198,7.0,8.590261282660334,B+,A-,B,A,A,A,84.9975,3.76
14.0,14.0,14.0,14.0,12.0,10.5,15.0,7.0,12.0,9.0,Kurang,Cukup,Cukup,7.994526266047096,7.0,8.115201900237532,B+,B,B,A,A-,A-,79.99583333333334,3.31
14.0,9.0,10.0,9.0,10.0,10.0,20.0,,12.0,20.0,Cukup,Cukup,Cukup,10.829841694888554,7.174267571078079,9.065320665083137,A-,B+,A,A-,B+,B+,81.66250000000001,3.21
11.0,15.0,14.0,16.0,12.5,11.0,15.0,1.0,11.0,18.0,Baik,Kurang,Baik,8.624596361345198,7.0,9.77790973871734,A-,B+,B,B-,B+,B+,75.82833333333333,3.36
13.0,14.0,12.0,12.0,11.0,14.0,20.0,8.0,16.0,8.0,Baik,Baik,Tinggi,6.7343860754508915,7.0,10.015439429928742,A-,A-,B,B,B+,B,76.66166666666668,3.33
11.0,9.0,12.0,12.0,9.0,10.0,20.0,3.0,13.0,12.0,Cukup,Baik,Cukup,7.0,7.174267571078079,8.827790973871736,A,B,B,A-,A-,A-,80.82916666666667,3.16
12.0,11.0,13.0,11.0,9.0,12.5,20.0,8.0,11.0,11.0,Rendah,Kurang,Cukup,9.884736551941401,8.040193390099583,10.490498812351545,B+,B+,B,B,A-,B,75.82833333333333,3.19
13.0,11.0,14.0,13.0,10.5,12.0,15.0,3.0,11.0,19.0,Baik,Cukup,Baik,9.884736551941401,7.751551450425748,10.252969121140143,A,B+,A-,B-,A,A,84.16416666666667,3.46
16.0,14.0,13.0,13.0,12.0,9.0,17.0,5.0,7.0,20.0,Cukup,Kurang,Cukup,8.0,6.0,6.214964370546321,B+,A-,B,A,A-,A,83.33,3.6
10.0,9.0,10.0,10.0,9.0,8.5,20.0,5.0,10.0,19.0,Kurang,Cukup,Cukup,10.514806647239503,8.040193390099583,8.590261282660334,B,B+,B-,C+,A-,A-,74.16166666666668,2.76
16.0,14.0,10.0,10.0,11.0,12.0,19.0,3.0,11.0,18.0,Baik,Tinggi,Baik,10.829841694888554,7.0,9.302850356294538,A-,B+,B-,A,A,A-,82.49666666666667,3.17
12.0,12.0,14.0,11.0,12.0,9.0,20.0,1.0,9.0,19.0,Cukup,Cukup,Baik,7.994526266047096,7.0,8.827790973871736,B+,B+,B+,B-,A-,B,75.82833333333333,3.24
11.0,10.0,13.0,12.0,9.5,9.5,20.0,5.0,10.0,20.0,Cukup,Baik,Tinggi,7.679491218398044,6.8856256314042446,8.590261282660334,B+,A-,B,A,B+,B+,79.99583333333334,3.38
15.0,14.0,11.0,14.0,10.0,12.0,17.0,,11.0,19.0,Rendah,Baik,Kurang,8.939631408994249,7.0,10.490498812351545,B,B,B,B+,B,B,73.32833333333333,3.29
15.0,8.0,13.0,10.0,11.5,10.5,18.0,5.0,13.0,9.0,Cukup,Kurang,Baik,7.994526266047096,9.194761148794921,8.115201900237532,A-,B+,B-,B-,B+,B+,74.995,3.24
14.0,14.0,10.0,12.0,12.0,11.5,17.0,1.0,14.0,20.0,Rendah,Cukup,Kurang,11.774946837835707,7.0,7.640142517814729,A-,B,B+,B+,A-,B+,78.32833333333333,3.32
15.0,14.0,14.0,14.0,13.5,13.5,20.0,5.0,7.0,20.0,Rendah,Kurang,Kurang,11.459911790186656,7.0,10.490498812351545,B+,C,B+,B,A-,B+,74.16166666666668,3.32
14.0,15.0,10.0,14.0,10.5,12.0,18.0,3.0,9.0,20.0,Baik,Baik,Tinggi,7.679491218398044,6.0,7.87767220902613,B+,A-,B,B-,A-,B,75.82833333333333,3.24
15.0,13.0,14.0,12.0,11.0,11.0,20.0,3.0,10.0,20.0,Cukup,Baik,Baik,7.679491218398044,7.0,5.264845605700714,B+,A-,B,B-,B+,B+,75.82833333333333,3.36
12.0,9.0,14.0,10.0,9.0,10.0,12.0,3.0,11.0,11.0,Cukup,Tinggi,Cukup,7.994526266047096,6.0,6.452494061757722,B,A-,A-,A-,B+,B+,79.16166666666668,3.15
12.0,8.0,11.0,11.0,10.5,10.0,20.0,5.0,9.0,20.0,Kurang,Baik,Baik,8.0,7.4629095107519134,7.640142517814729,A-,A-,B,B,B+,B,76.66166666666668,3.51
12.0,11.0,14.0,12.0,9.5,9.5,19.0,3.0,11.0,15.0,Baik,Cukup,Baik,9.2546664566433,7.4629095107519134,8.827790973871736,A,B,B,B,A-,B+,78.32916666666667,3.18
14.0,16.0,12.0,14.0,12.5,13.0,15.0,5.0,10.0,20.0,Tinggi,Tinggi,Baik,8.0,8.328835329773417,8.115201900237532,A,A-,B,B,A-,B+,79.99583333333334,3.62
13.0,12.0,12.0,10.0,9.0,10.5,17.0,5.0,12.0,9.0,Tinggi,Cukup,Cukup,9.884736551941401,6.8856256314042446,9.065320665083137,B+,A-,A-,B,B+,B+,78.32833333333333,3.14
14.0,6.0,12.0,14.0,12.5,11.5,17.0,1.0,12.0,19.0,Kurang,Baik,Cukup,10.829841694888554,7.174267571078079,9.065320665083137,A-,A-,B,B,A-,B+,78.32833333333333,3.39
15.0,14.0,15.0,12.0,12.0,11.0,14.0,,7.0,19.0,Cukup,Baik,Cukup,10.199771599590452,6.59698369173041,9.54038004750594,A-,A-,B,A,A-,B+,81.66250000000001,3.64
14.0,8.0,11.0,13.0,9.5,9.5,15.0,5.0,8.0,16.0,Rendah,Cukup,Cukup,7.0,8.328835329773417,8.352731591448933,B+,A-,B+,B+,A-,B+,79.16166666666668,3.22
15.0,8.0,14.0,11.0,12.0,12.0,17.0,3.0,12.0,20.0,Baik,Baik,Cukup,9.884736551941401,7.4629095107519134,9.54038004750594,B+,B+,B,A,A-,B+,79.99583333333334,3.3
18.0,16.0,15.0,13.0,11.5,11.0,20.0,1.0,13.0,20.0,Kurang,Baik,Baik,7.0,6.0,6.927553444180525,B,B+,A,B+,A,A-,82.49666666666667,3.19
17.0,14.0,12.0,15.0,12.0,12.0,13.0,5.0,11.0,10.0,Kurang,Baik,Kurang,7.0,6.59698369173041,8.115201900237532,B+,A,B,B+,A-,A-,80.82916666666667,3.42
16.0,11.0,12.0,12.0,12.5,12.0,20.0,3.0,11.0,20.0,Rendah,Cukup,Tinggi,9.2546664566433,6.59698369173041,9.302850356294538,A,A-,B,B+,B+,B,79.16250000000001,3.53
8.0,14.0,12.0,10.0,9.0,9.5,12.0,1.0,12.0,13.0,Cukup,Kurang,Kurang,6.0,9.194761148794921,4.077197149643707,B+,A-,A,A,A,B+,85.83083333333333,3.42
15.0,12.0,11.0,15.0,11.5,9.5,20.0,5.0,8.0,20.0,Baik,Cukup,Cukup,8.624596361345198,8.906119209121087,9.77790973871734,B+,B,B,B,A-,B+,75.82833333333333,3.21
18.0,17.0,14.0,15.0,13.5,12.0,20.0,5.0,9.0,16.0,Kurang,Baik,Cukup,10.199771599590452,7.0,10.96555819477435,A-,B+,B+,B-,A,B,78.32916666666667,3.57
14.0,15.0,14.0,12.0,12.0,11.0,15.0,3.0,8.0,16.0,Baik,Kurang,Baik,8.0,8.328835329773417,7.87767220902613,B,C+,B-,C,A,B,70.82916666666667,3.01
12.0,10.0,11.0,12.0,11.5,12.5,20.0,1.0,15.0,20.0,Cukup,Baik,Tinggi,9.0,6.59698369173041,10.490498812351545,B,A-,B,A,B+,A-,79.99583333333334,2.99
14.0,15.0,10.0,12.0,11.0,10.5,18.0,3.0,12.0,12.0,Cukup,Kurang,Tinggi,9.2546664566433,7.0,9.54038004750594,B,B+,A-,B,B,B+,75.82833333333333,3.1
12.0,15.0,13.0,14.0,12.5,15.5,20.0,5.0,12.0,20.0,Rendah,Cukup,Cukup,7.0,5.0,6.6900237529691235,A-,A-,A-,B+,B+,B+,79.995,3.32
14.0,9.0,11.0,11.0,13.0,9.0,20.0,3.0,11.0,18.0,Baik,Baik,Baik,9.2546664566433,6.8856256314042446,10.015439429928742,B,B,A-,B,B,B+,74.995,3.03
14.0,18.0,17.0,17.0,13.5,12.5,20.0,3.0,13.0,20.0,Baik,Cukup,Cukup,9.56970150429235,6.8856256314042446,10.015439429928742,A-,A,A,A,B+,B,84.9975,3.55
17.0,16.0,12.0,12.0,13.0,12.5,20.0,5.0,9.0,20.0,Cukup,Baik,Cukup,7.0,7.0,8.827790973871736,B,B+,A-,B+,B+,B-,75.82833333333333,3.42
15.0,16.0,16.0,10.0,12.0,11.5,13.0,3.0,12.0,11.0,Baik,Baik,Baik,8.0,7.0,8.115201900237532,B,B+,B-,C,A,B+,74.16250000000001,2.83
12.0,6.0,10.0,8.0,9.5,11.0,14.0,1.0,9.0,20.0,Cukup,Baik,Baik,9.0,7.174267571078079,8.827790973871736,A-,B+,B+,B+,A-,B+,79.16166666666668,3.36
13.0,14.0,14.0,11.0,11.5,12.5,19.0,,11.0,20.0,Baik,Tinggi,Baik,10.514806647239503,7.4629095107519134,7.87767220902613,B+,B+,A-,B-,A-,B+,77.495,3.23
14.0,11.0,11.0,13.0,10.5,9.0,18.0,1.0,10.0,20.0,Cukup,Baik,Cukup,7.0,7.0,7.87767220902613,B,B,A-,B-,A-,B+,75.82833333333333,2.95
17.0,9.0,11.0,12.0,11.0,12.0,13.0,1.0,9.0,20.0,Cukup,Cukup,Baik,7.679491218398044,7.174267571078079,10.015439429928742,B+,B+,A-,B-,A-,A-,78.32833333333333,3.24
15.0,11.0,12.0,9.0,12.0,10.5,19.0,3.0,11.0,14.0,Baik,Cukup,Baik,7.0,7.0,8.590261282660334,A,A,B,B+,B-,B+,79.99666666666667,3.58
14.0,8.0,12.0,12.0,11.0,10.0,20.0,8.0,5.0,20.0,Cukup,Baik,Tinggi,8.624596361345198,7.174267571078079,9.065320665083137,A-,B+,A-,B+,A-,B+,79.995,3.49
17.0,12.0,11.0,12.0,12.5,10.5,15.0,5.0,13.0,20.0,Baik,Cukup,Baik,7.994526266047096,6.59698369173041,8.352731591448933,A-,A,A,A,B+,B,84.9975,3.43
13.0,8.0,11.0,10.0,9.0,11.0,20.0,1.0,15.0,18.0,Cukup,Kurang,Baik,8.624596361345198,7.4629095107519134,9.302850356294538,B,B+,B-,A,A-,A-,79.16250000000001,3.27
11.0,9.0,14.0,12.0,9.5,8.5,20.0,8.0,5.0,20.0,Baik,Cukup,Tinggi,8.0,9.194761148794921,9.54038004750594,B,B+,A,A,B+,B+,81.66333333333334,3.43
9.0,8.0,14.0,12.0,11.5,10.0,20.0,7.0,12.0,14.0,Cukup,Baik,Baik,8.0,6.59698369173041,6.6900237529691235,A,B+,A-,A-,B+,B-,79.99583333333334,3.43
15.0,14.0,14.0,14.0,9.5,8.5,18.0,7.0,11.0,8.0,Baik,Cukup,Tinggi,10.514806647239503,7.174267571078079,9.302850356294538,B+,A,B+,B+,B,A-,79.99583333333334,3.52
17.0,12.0,14.0,14.0,13.5,12.5,13.0,1.0,5.0,20.0,Kurang,Cukup,Cukup,9.0,7.0,8.827790973871736,B+,B+,B+,B+,A-,B+,78.32833333333333,3.3
11.0,6.0,9.0,6.0,8.5,9.0,10.0,5.0,14.0,10.0,Cukup,Baik,Cukup,7.0,7.0,8.352731591448933,A-,A-,B+,B+,A-,B+,79.995,2.98
14.0,17.0,15.0,16.0,12.0,12.5,20.0,5.0,10.0,20.0,Cukup,Baik,Kurang,8.624596361345198,7.0,8.352731591448933,A-,B+,C+,B,B+,B,74.16166666666668,3.44
15.0,14.0,12.0,16.0,10.0,11.5,20.0,,13.0,12.0,Baik,Baik,Cukup,9.884736551941401,6.0,8.590261282660334,B,B+,B,B+,B+,B+,75.82833333333333,3.62
15.0,14.0,15.0,14.0,10.5,11.5,14.0,3.0,11.0,20.0,Baik,Tinggi,Tinggi,9.2546664566433,6.0,8.115201900237532,A-,B+,B,C+,B+,B+,74.995,3.33
14.0,15.0,13.0,13.0,13.0,12.0,13.0,1.0,13.0,12.0,Tinggi,Baik,Baik,6.0,6.0,7.87767220902613,B,B+,C+,B,C+,B+,70.82833333333333,2.96
13.0,9.0,12.0,10.0,12.0,11.0,20.0,3.0,10.0,20.0,Cukup,Kurang,Kurang,9.2546664566433,6.8856256314042446,9.065320665083137,A-,A-,B,B-,A-,B+,77.495,3.37
14.0,8.0,12.0,10.0,12.0,12.0,19.0,1.0,10.0,18.0,Cukup,Baik,Cukup,11.144876742537605,6.8856256314042446,9.54038004750594,B-,B,A-,C,A,B+,74.99583333333334,3.05
17.0,17.0,14.0,15.0,11.5,14.5,18.0,3.0,9.0,20.0,Kurang,Baik,Cukup,9.56970150429235,7.0,8.590261282660334,B+,A-,B,C+,A-,A-,76.66166666666668,3.34
16.0,14.0,12.0,12.0,11.5,11.0,13.0,5.0,8.0,8.0,Baik,Cukup,Baik,9.884736551941401,7.4629095107519134,9.065320665083137,A-,A,A,A-,A,A,89.165,3.63
12.0,14.0,14.0,12.0,11.0,10.5,16.0,3.0,15.0,20.0,Cukup,Cukup,Baik,11.774946837835707,7.0,9.77790973871734,B+,A-,B,A,B+,B+,79.99583333333334,3.31
18.0,14.0,14.0,12.0,13.0,14.5,20.0,3.0,8.0,20.0,Tinggi,Cukup,Cukup,9.2546664566433,7.751551450425748,8.827790973871736,A-,B,A,A-,B-,B+,79.16250000000001,3.77
14.0,13.0,13.0,15.0,13.0,10.5,14.0,1.0,13.0,20.0,Kurang,Rendah,Cukup,9.884736551941401,7.4629095107519134,7.87767220902613,B,B+,A-,B+,B,A-,77.495,3.51
13.0,17.0,11.0,12.0,10.0,11.0,16.0,1.0,13.0,20.0,Kurang,Kurang,Cukup,9.2546664566433,7.0,8.590261282660334,B,B+,B+,A-,A-,B+,78.32833333333333,3.23
13.0,10.0,12.0,12.0,12.0,12.0,19.0,7.0,13.0,12.0,Baik,Baik,Baik,10.199771599590452,7.0,8.115201900237532,B+,B+,A,B+,B+,B+,79.99583333333334,3.45
15.0,10.0,11.0,12.0,11.5,11.0,18.0,,14.0,12.0,Cukup,Baik,Baik,11.144876742537605,6.8856256314042446,10.015439429928742,B+,B,A-,B+,A-,A-,79.16166666666668,3.03
15.0,15.0,14.0,12.0,13.5,15.0,17.0,5.0,10.0,20.0,Rendah,Cukup,Cukup,10.199771599590452,6.0,12.86579572446556,A-,B,B,B+,B-,B+,74.995,3.18
14.0,14.0,13.0,15.0,11.5,13.5,20.0,1.0,13.0,16.0,Baik,Cukup,Cukup,8.624596361345198,7.0,9.065320665083137,A-,A,A-,A-,A,A,87.4975,3.58
16.0,17.0,13.0,13.0,10.0,10.0,13.0,1.0,14.0,15.0,Cukup,Cukup,Baik,8.0,7.174267571078079,6.6900237529691235,B+,B+,B+,B,C+,B,73.32833333333333,3.11
15.0,11.0,15.0,11.0,12.0,10.5,20.0,3.0,11.0,19.0,Baik,Baik,Baik,8.939631408994249,7.0,8.827790973871736,B+,,,,,,77.495,3.16
14.0,10.0,15.0,13.0,12.5,11.0,18.0,3.0,7.0,20.0,,,Baik,8.939631408994249,8.040193390099583,9.065320665083137,B+,B,B,A-,B,B+,75.82833333333333,3.16
17.0,16.0,13.0,10.0,10.0,11.5,16.0,3.0,13.0,16.0,Baik,Baik,Tinggi,8.939631408994249,6.8856256314042446,10.015439429928742,B,B,A,C,B+,B,74.16250000000001,3.08
12.0,12.0,15.0,10.0,11.0,10.5,13.0,1.0,7.0,15.0,Kurang,Cukup,Cukup,8.939631408994249,7.0,8.590261282660334,B+,B+,B-,C,A-,B,72.495,3.17
12.0,14.0,11.0,13.0,9.5,12.5,19.0,5.0,10.0,20.0,Kurang,Cukup,Kurang,8.0,9.194761148794921,10.252969121140143,E,B,A-,A,B+,B,69.99583333333334,3.17
13.0,12.0,10.0,14.0,10.5,10.5,18.0,3.0,10.0,20.0,Kurang,Baik,Cukup,6.0,5.0,8.827790973871736,B,B,B,C+,A-,B,72.495,3.2
17.0,13.0,13.0,12.0,12.5,13.0,14.0,1.0,2.0,20.0,Cukup,Baik,Baik,,2.0,,E,B+,B+,B+,B+,B+,68.32833333333333,3.46
15.0,15.0,13.0,11.0,11.0,10.0,13.0,1.0,8.0,14.0,Cukup,Baik,Cukup,7.0,8.040193390099583,7.4026128266033275,B+,A-,A,A-,B+,B+,81.66250000000001,3.39
14.0,14.0,11.0,12.0,9.0,10.0,20.0,7.0,15.0,13.0,Baik,Cukup,Cukup,8.939631408994249,7.4629095107519134,9.77790973871734,A-,A,B-,B+,B-,B+,77.49583333333334,3.23
16.0,18.0,14.0,14.0,13.5,12.5,12.0,,7.0,17.0,Tinggi,Baik,Baik,8.0,7.0,8.827790973871736,B+,B+,B+,A-,B+,B-,76.66166666666668,3.19
16.0,11.0,12.0,12.0,11.0,11.0,20.0,7.0,10.0,20.0,Tinggi,Baik,Tinggi,9.2546664566433,7.0,8.590261282660334,B+,A-,A,A-,B+,B+,81.66250000000001,3.31
17.0,15.0,13.0,13.0,12.5,11.0,20.0,3.0,7.0,19.0,Cukup,Baik,Cukup,6.7343860754508915,6.0,7.4026128266033275,B,B,A-,B,A-,B+,76.66166666666668,3.31
18.0,12.0,14.0,12.0,12.5,10.5,14.0,1.0,11.0,19.0,Cukup,Baik,Baik,8.624596361345198,9.77204502814259,11.678147268408551,B,B+,A-,B-,B+,B+,75.82833333333333,2.91
12.0,11.0,10.0,12.0,9.0,9.0,20.0,8.0,7.0,19.0,Cukup,Baik,Baik,8.624596361345198,10.060686967816425,9.065320665083137,A-,B+,B,C+,B+,B,74.16166666666668,3.21
17.0,14.0,11.0,16.0,14.0,12.0,15.0,1.0,10.0,20.0,Baik,Baik,Baik,7.679491218398044,6.0,8.115201900237532,A-,A-,A-,A-,B-,B+,79.16166666666668,3.49
14.0,14.0,10.0,12.0,11.5,11.0,15.0,1.0,10.0,9.0,Kurang,Baik,Baik,7.994526266047096,7.174267571078079,8.352731591448933,B+,B,A,B+,B-,B+,77.49583333333334,3.41
14.0,11.0,10.0,13.0,11.5,10.5,20.0,3.0,12.0,19.0,Kurang,Cukup,Cukup,8.624596361345198,7.0,8.352731591448933,A-,B,B-,A,A,A,83.33083333333333,3.14
15.0,18.0,13.0,14.0,11.5,11.5,15.0,5.0,13.0,13.0,Baik,Tinggi,Baik,8.939631408994249,8.617477269447253,6.452494061757722,B,B+,A,B+,A,A-,82.49666666666667,3.27
15.0,14.0,13.0,12.0,10.5,8.5,18.0,3.0,11.0,19.0,Kurang,Baik,Cukup,7.679491218398044,8.040193390099583,10.728028503562946,B+,B,A,B+,B+,B,78.32916666666667,2.98
17.0,17.0,14.0,14.0,12.0,11.0,19.0,3.0,11.0,10.0,Kurang,Baik,Kurang,9.0,7.174267571078079,8.827790973871736,B+,A-,B,B+,B,A-,77.495,3.4
18.0,18.0,12.0,14.0,14.0,12.5,20.0,1.0,12.0,20.0,Cukup,Baik,Baik,9.0,7.0,8.827790973871736,B+,B,B,B+,B-,B+,74.16166666666668,3.48
8.0,6.0,10.0,11.0,10.0,9.5,17.0,5.0,13.0,3.0,Cukup,Cukup,Kurang,8.624596361345198,8.617477269447253,7.640142517814729,B,B,B-,A,A,A,81.66416666666667,3.0
12.0,14.0,13.0,12.0,10.5,11.0,20.0,3.0,9.0,15.0,Kurang,Baik,Baik,9.884736551941401,7.751551450425748,8.590261282660334,B,B+,B+,B+,A,B,78.32916666666667,3.56
11.0,9.0,14.0,12.0,10.5,10.5,16.0,1.0,8.0,18.0,Cukup,Cukup,Baik,9.2546664566433,7.0,8.827790973871736,B,B+,B,B-,B+,B,73.32833333333333,2.81
12.0,9.0,14.0,12.0,10.5,9.0,11.0,1.0,14.0,18.0,Tinggi,Tinggi,Tinggi,9.56970150429235,8.040193390099583,10.015439429928742,A-,A,B+,B+,B,B+,79.99583333333334,3.39
14.0,12.0,14.0,12.0,12.0,12.5,20.0,1.0,14.0,20.0,Baik,Cukup,Baik,9.2546664566433,6.8856256314042446,9.065320665083137,B+,B,A-,A-,A,A,83.33,3.46
15.0,8.0,14.0,12.0,9.5,10.0,17.0,1.0,11.0,10.0,Cukup,Kurang,Cukup,11.144876742537605,8.617477269447253,10.490498812351545,C+,B+,C+,B+,C+,B+,69.995,3.01
14.0,13.0,11.0,14.0,10.5,11.5,20.0,7.0,12.0,20.0,Baik,Tinggi,Baik,9.56970150429235,7.0,8.352731591448933,A-,B,C+,B+,A,A-,78.32916666666667,3.26
16.0,13.0,13.0,11.0,12.0,12.0,14.0,1.0,14.0,13.0,Cukup,Cukup,Cukup,6.0,7.0,8.590261282660334,B+,B+,B,B+,B,A-,76.66166666666668,3.13
16.0,11.0,14.0,14.0,9.0,10.5,13.0,5.0,11.0,13.0,Kurang,Cukup,Cukup,8.624596361345198,7.174267571078079,8.827790973871736,B-,A-,B+,B+,A-,B+,77.495,2.94
12.0,14.0,13.0,15.0,10.0,11.5,17.0,3.0,10.0,8.0,Kurang,Baik,Kurang,8.939631408994249,6.59698369173041,9.302850356294538,A-,B+,B+,B,B,B+,76.66166666666668,3.42
18.0,17.0,14.0,14.0,13.0,12.0,9.0,,15.0,14.0,Baik,Baik,Cukup,9.56970150429235,7.0,8.115201900237532,A,A-,B+,A-,A-,A-,83.32916666666667,3.78
18.0,15.0,14.0,14.0,11.5,11.5,15.0,3.0,13.0,13.0,Cukup,Baik,Baik,8.624596361345198,7.174267571078079,9.302850356294538,A,B+,A,B,A,A,86.665,3.65
17.0,12.0,13.0,13.0,11.0,11.5,20.0,1.0,12.0,19.0,Baik,Baik,Baik,8.0,6.8856256314042446,8.827790973871736,A,A-,A,B+,A,A,88.33166666666666,3.74
