Skor_CFIT,Skor_APM,Skor_WA,skor_AN,AVG_ RA_ZR,AVG_FA_WU,skor Bisnis,Skor_sosial,Skor_desain,Skor_hitungan,Ket_ES,Ket_RE,Ket_AVG_4-6-8,skor_ACT,skor_DES,skor_FEAS,E1_Score,E2_Score,E3_Score,E4_Score,E5_Score,E6_Score,AVG_E,IPK
16.0,9.0,14.0,11.0,11.5,11.0,19.0,1.0,10.0,16.0,Baik,Baik,Baik,6.7343860754508915,7.0,10.490498812351545,B+,B+,B+,B+,B+,B+,77.495,3.16
14.0,9.0,14.0,13.0,10.5,10.5,19.0,7.0,13.0,11.0,Baik,Tinggi,Baik,7.994526266047096,6.0,8.115201900237532,A,A-,A,B+,A-,A-,84.99666666666667,3.6
15.0,15.0,14.0,14.0,12.5,8.5,15.0,,9.0,20.0,Baik,Cukup,Baik,8.939631408994249,6.0,8.115201900237532,B,C+,A-,B+,A,B,76.66250000000001,3.01
17.0,13.0,13.0,12.0,11.0,11.5,16.0,1.0,13.0,14.0,Cukup,Baik,Kurang,17.130542647869575,8.906119209121087,9.302850356294538,A,A-,A,B+,A,A-,86.66416666666667,3.47
15.0,12.0,14.0,12.0,12.0,9.5,20.0,8.0,9.0,17.0,Baik,Kurang,Cukup,6.0,7.0,7.87767220902613,B,C+,A-,C+,B,B+,71.66166666666668,2.87
14.0,11.0,11.0,13.0,11.0,10.0,14.0,,10.0,19.0,Baik,Baik,Baik,9.2546664566433,7.751551450425748,9.302850356294538,B,A-,B+,B+,B+,B-,75.82833333333333,3.28
9.0,7.0,10.0,9.0,10.0,10.5,14.0,5.0,13.0,17.0,Kurang,Cukup,Kurang,10.199771599590452,7.174267571078079,8.827790973871736,B,B,B-,B+,B+,B,73.32833333333333,3.01
13.0,11.0,13.0,13.0,12.0,12.0,16.0,1.0,13.0,10.0,Cukup,Cukup,Cukup,8.939631408994249,7.0,8.827790973871736,A,A,A,A-,B+,B+,85.83083333333333,3.61
13.0,11.0,10.0,11.0,9.0,12.5,20.0,3.0,13.0,14.0,Kurang,Baik,Baik,9.56970150429235,6.8856256314042446,8.827790973871736,A-,B,A,A,B+,B+,82.49666666666667,3.35
12.0,14.0,16.0,11.0,11.0,9.0,18.0,3.0,10.0,18.0,Baik,Cukup,Cukup,7.0,7.4629095107519134,9.77790973871734,A-,A-,A,A,B+,B+,84.16333333333334,3.63
17.0,15.0,12.0,14.0,11.0,14.5,16.0,,15.0,11.0,Cukup,Rendah,Cukup,9.0,6.0,8.827790973871736,A,A-,B+,A-,A,A-,84.99666666666667,3.7
11.0,7.0,14.0,15.0,13.0,8.5,16.0,3.0,12.0,20.0,Baik,Tinggi,Baik,9.0,7.0,8.352731591448933,A-,A-,A-,B+,A,B+,82.49583333333334,3.54
9.0,8.0,12.0,14.0,12.5,12.5,20.0,7.0,9.0,15.0,Tinggi,Kurang,Tinggi,10.514806647239503,7.0,9.54038004750594,B-,C+,B+,C+,B,B+,69.995,2.8
16.0,14.0,11.0,17.0,14.5,11.0,13.0,3.0,3.0,19.0,Kurang,Cukup,Kurang,4.0,5.0,7.4026128266033275,A,B,B,B,A-,A-,79.16250000000001,3.33
11.0,9.0,12.0,10.0,9.0,12.0,15.0,1.0,14.0,15.0,Cukup,Cukup,Kurang,8.0,7.0,9.065320665083137,B+,A-,B+,B-,A-,B+,77.495,2.94
15.0,13.0,15.0,11.0,10.5,10.5,13.0,7.0,12.0,9.0,Baik,Baik,Cukup,9.56970150429235,8.040193390099583,8.115201900237532,B,B+,B,B,A-,B+,75.82833333333333,3.16
15.0,14.0,12.0,10.0,11.5,10.5,19.0,7.0,10.0,19.0,Kurang,Baik,Baik,9.56970150429235,8.617477269447253,8.590261282660334,B,C+,A,B,A-,A-,77.49583333333334,3.11
14.0,12.0,12.0,10.0,10.0,10.5,13.0,,9.0,19.0,Baik,Baik,Baik,9.0,7.174267571078079,8.115201900237532,B+,B,B,B,B,A-,74.995,3.21
18.0,14.0,12.0,11.0,12.5,11.0,18.0,5.0,11.0,20.0,Kurang,Kurang,Cukup,8.624596361345198,7.174267571078079,10.015439429928742,B+,B,B,B-,B,B-,71.66166666666668,2.91
12.0,9.0,12.0,14.0,11.0,11.5,18.0,1.0,5.0,20.0,Baik,Baik,Baik,6.0,7.0,9.77790973871734,B+,B+,B,A,A-,A-,80.82916666666667,3.26
13.0,9.0,14.0,12.0,9.0,10.0,13.0,3.0,12.0,18.0,Rendah,Kurang,Kurang,8.0,7.0,10.015439429928742,B-,B+,C+,A-,A-,A-,75.82833333333333,3.08
15.0,7.0,,,,,20.0,1.0,7.0,20.0,Cukup,Baik,Baik,13.665157123730014,8.040193390099583,11.678147268408551,B+,B,B+,B+,A-,B+,77.495,3.16
16.0,16.0,15.0,15.0,11.0,13.5,20.0,3.0,10.0,12.0,Cukup,Cukup,Baik,10.199771599590452,7.174267571078079,9.065320665083137,B+,B,B-,B-,B,B,71.66166666666668,2.85
11.0,9.0,13.0,13.0,11.0,9.5,17.0,8.0,9.0,10.0,Cukup,Kurang,Kurang,10.514806647239503,7.4629095107519134,10.015439429928742,B,B,B-,B-,B+,A-,73.32833333333333,3.05
14.0,14.0,12.0,12.0,12.5,10.0,20.0,5.0,8.0,20.0,Tinggi,Kurang,Cukup,12.089981885484757,7.751551450425748,9.54038004750594,B+,B,B-,B-,B,B,71.66166666666668,2.97
15.0,12.0,15.0,13.0,10.0,10.5,20.0,3.0,12.0,18.0,Baik,Baik,Baik,7.679491218398044,6.59698369173041,9.54038004750594,A-,A,B,B+,B,A-,79.99583333333334,3.49
14.0,11.0,14.0,14.0,11.0,10.5,7.0,7.0,3.0,19.0,Rendah,Kurang,Kurang,9.0,6.8856256314042446,7.87767220902613,A-,B+,A,B+,A,A-,84.16333333333334,3.39
0.0,16.0,14.0,16.0,13.5,13.0,16.0,,8.0,18.0,Cukup,Tinggi,Kurang,9.56970150429235,6.0,9.302850356294538,A-,B,A-,A-,B+,B-,77.495,3.38
17.0,14.0,16.0,14.0,14.0,14.0,20.0,3.0,9.0,20.0,Kurang,Kurang,Cukup,7.0,5.0,6.927553444180525,B,B+,B-,B,A-,C+,72.495,3.22
15.0,11.0,11.0,13.0,11.0,11.5,14.0,5.0,12.0,12.0,Kurang,Kurang,Kurang,8.939631408994249,7.174267571078079,9.302850356294538,B+,B+,B+,A-,B,B+,77.495,2.96
11.0,14.0,14.0,12.0,11.0,11.5,20.0,5.0,13.0,15.0,Baik,Kurang,Tinggi,10.199771599590452,6.8856256314042446,9.54038004750594,A-,A-,A,A,A,B+,86.66416666666667,3.37
12.0,8.0,12.0,12.0,9.5,13.0,16.0,,7.0,18.0,Rendah,Baik,Kurang,8.0,10.060686967816425,9.77790973871734,A-,B+,A,B,B+,B+,79.99583333333334,3.34
14.0,15.0,13.0,12.0,11.5,11.5,20.0,9.0,3.0,20.0,Cukup,Baik,Baik,10.199771599590452,6.59698369173041,7.640142517814729,A,B,A,B,A-,B+,81.66333333333334,3.19
18.0,15.0,14.0,12.0,13.0,12.5,20.0,3.0,13.0,15.0,Baik,Cukup,Kurang,8.0,6.8856256314042446,8.827790973871736,B+,B+,B-,B,B-,B,72.495,3.24
9.0,12.0,17.0,12.0,11.0,10.5,17.0,5.0,13.0,20.0,Baik,Cukup,Kurang,9.0,7.0,9.302850356294538,B,B,A-,B,B-,B+,74.16166666666668,3.13
11.0,12.0,11.0,12.0,10.0,12.5,18.0,1.0,15.0,19.0,Baik,Baik,Tinggi,9.56970150429235,7.4629095107519134,8.827790973871736,B+,B,B-,A-,A,B+,78.32916666666667,2.95
13.0,11.0,14.0,12.0,12.0,11.0,20.0,5.0,14.0,20.0,Baik,Baik,Cukup,8.939631408994249,6.0,8.827790973871736,B+,B,B+,A-,A-,A-,79.16166666666668,3.21
15.0,14.0,12.0,10.0,11.0,13.5,20.0,5.0,14.0,15.0,Baik,Cukup,Cukup,10.514806647239503,7.174267571078079,9.065320665083137,A,A-,B,B,B,B,77.49583333333334,3.12
15.0,11.0,14.0,12.0,11.0,8.5,18.0,,11.0,13.0,Baik,Cukup,Kurang,9.0,7.0,8.352731591448933,A-,A-,B,B,A-,A-,79.16166666666668,3.06
12.0,13.0,16.0,13.0,13.5,11.5,15.0,,12.0,19.0,Tinggi,Kurang,Tinggi,9.0,7.0,8.827790973871736,B,C+,B-,C+,B,B+,69.16166666666668,2.92
15.0,15.0,14.0,13.0,13.5,12.5,19.0,1.0,8.0,20.0,Cukup,Baik,Baik,8.0,7.174267571078079,8.115201900237532,B,B+,B,B+,A-,A-,77.495,3.15
14.0,17.0,12.0,12.0,11.5,15.0,20.0,3.0,11.0,20.0,Cukup,Baik,Baik,9.0,7.0,8.115201900237532,B+,B-,B,B,B+,C+,71.66166666666668,3.21
14.0,15.0,12.0,10.0,11.0,12.5,14.0,,12.0,14.0,Kurang,Cukup,Cukup,9.0,6.59698369173041,9.77790973871734,B+,B+,B,A,B+,B+,79.16250000000001,3.27
11.0,8.0,12.0,13.0,12.5,9.5,17.0,7.0,15.0,20.0,Baik,Baik,Baik,9.0,7.0,8.115201900237532,A,B+,B+,A-,A,A-,84.16333333333334,3.74
14.0,11.0,10.0,13.0,11.5,10.5,18.0,5.0,7.0,20.0,Rendah,Kurang,Kurang,8.624596361345198,7.0,8.352731591448933,B+,B,B,C+,B+,B+,73.32833333333333,3.33
16.0,18.0,14.0,14.0,13.0,14.0,18.0,1.0,10.0,20.0,Rendah,Kurang,Kurang,6.7343860754508915,7.0,9.065320665083137,B+,B+,B,B,B+,B-,74.16166666666668,3.06
16.0,13.0,14.0,14.0,11.5,10.5,15.0,,15.0,9.0,Cukup,Cukup,Cukup,9.0,7.0,8.352731591448933,B,B,B,A-,A,A-,79.16250000000001,3.19
13.0,15.0,12.0,13.0,12.0,11.5,12.0,3.0,3.0,17.0,Cukup,Baik,Tinggi,9.56970150429235,7.0,10.015439429928742,A-,B+,B,A-,B,A-,78.32833333333333,3.34
15.0,17.0,15.0,16.0,11.5,12.0,20.0,1.0,11.0,20.0,Baik,Baik,Baik,10.829841694888554,6.8856256314042446,9.77790973871734,B+,B+,A-,A-,B,A-,79.16166666666668,3.19
12.0,6.0,11.0,12.0,10.0,8.5,15.0,3.0,7.0,20.0,Baik,Baik,Baik,9.884736551941401,7.0,9.77790973871734,C,B,B,A-,B,B+,72.495,2.69
15.0,11.0,16.0,12.0,11.0,11.5,18.0,7.0,11.0,15.0,Baik,Kurang,Baik,9.884736551941401,7.174267571078079,8.115201900237532,B,B,B-,B,A-,A-,74.995,2.95
12.0,8.0,12.0,11.0,12.0,11.0,12.0,1.0,14.0,20.0,Cukup,Cukup,Cukup,9.56970150429235,8.906119209121087,8.352731591448933,B+,C+,B,C+,B,B+,70.82833333333333,3.05
13.0,16.0,12.0,13.0,10.5,11.5,15.0,,13.0,12.0,Rendah,Baik,Baik,7.0,7.0,8.827790973871736,B+,B,B-,B,B+,C+,71.66166666666668,3.02
13.0,13.0,12.0,13.0,12.0,10.5,18.0,1.0,13.0,18.0,Cukup,Kurang,Cukup,9.56970150429235,6.8856256314042446,9.065320665083137,A,B+,B+,A-,A,A-,84.16333333333334,3.62
11.0,10.0,11.0,12.0,12.0,11.5,17.0,5.0,10.0,14.0,Baik,Cukup,Baik,11.144876742537605,6.8856256314042446,9.065320665083137,A,A,A,B,B+,B+,84.16416666666667,3.59
12.0,11.0,12.0,13.0,12.0,9.5,15.0,5.0,5.0,15.0,Kurang,Kurang,Cukup,9.56970150429235,7.174267571078079,8.827790973871736,A-,A-,A,B,B+,B,79.99583333333334,3.41
11.0,12.0,14.0,14.0,11.0,10.0,20.0,,12.0,13.0,Cukup,Baik,Baik,7.679491218398044,7.0,8.115201900237532,A-,A-,A,B,B+,B+,80.82916666666667,3.24
15.0,14.0,14.0,14.0,9.0,11.5,20.0,3.0,14.0,19.0,Baik,Cukup,Baik,8.624596361345198,7.0,9.77790973871734,B,B+,B-,A-,A-,B+,76.66166666666668,3.18
18.0,14.0,13.0,13.0,13.0,13.0,20.0,3.0,7.0,14.0,Kurang,Kurang,Cukup,7.679491218398044,7.0,10.252969121140143,B+,B+,B,B,B,B,74.16166666666668,3.2
14.0,12.0,10.0,12.0,11.5,12.0,12.0,3.0,13.0,20.0,Cukup,Baik,Cukup,6.0,6.0,6.6900237529691235,B+,B+,A,B,B,B,77.49583333333334,3.37
14.0,14.0,12.0,12.0,10.0,13.0,11.0,,9.0,13.0,Rendah,Cukup,Kurang,7.679491218398044,10.060686967816425,8.827790973871736,B,B,B,B-,B-,B-,69.995,2.96
11.0,8.0,14.0,12.0,9.5,8.5,20.0,3.0,12.0,9.0,Cukup,Cukup,Kurang,6.7343860754508915,5.0,8.352731591448933,A,B,A-,B,B,B+,78.32916666666667,3.42
13.0,12.0,14.0,14.0,12.5,11.5,19.0,7.0,12.0,7.0,Baik,Kurang,Cukup,7.994526266047096,8.040193390099583,9.065320665083137,B+,B+,B,A-,A,A,82.49666666666667,3.42
12.0,6.0,13.0,12.0,9.0,8.0,18.0,1.0,10.0,16.0,Baik,Baik,Baik,9.56970150429235,6.59698369173041,9.302850356294538,A-,B,B,A-,B,B+,76.66166666666668,3.01
14.0,11.0,9.0,9.0,9.5,11.5,14.0,5.0,13.0,12.0,Baik,Cukup,Cukup,7.994526266047096,7.0,7.87767220902613,B+,B-,B-,B-,A,B+,74.99583333333334,2.57
15.0,14.0,12.0,12.0,11.5,11.0,20.0,1.0,10.0,16.0,Cukup,Baik,Kurang,7.994526266047096,7.751551450425748,10.015439429928742,B+,B,B+,B,B+,B+,75.82833333333333,3.11
15.0,13.0,14.0,12.0,12.0,13.5,17.0,3.0,10.0,20.0,Kurang,Baik,Baik,7.994526266047096,6.0,9.302850356294538,B,B,A,B-,A-,A-,78.32916666666667,3.05
11.0,11.0,12.0,12.0,9.5,10.0,20.0,10.0,15.0,13.0,Kurang,Rendah,Kurang,11.459911790186656,7.4629095107519134,9.77790973871734,A-,A,A,A,A,A,90.8325,3.72
12.0,13.0,11.0,12.0,9.0,11.5,20.0,8.0,11.0,12.0,Kurang,Tinggi,Cukup,7.679491218398044,7.4629095107519134,9.77790973871734,B+,B+,A,A-,A-,B+,81.66250000000001,3.57
16.0,12.0,12.0,10.0,9.0,10.5,19.0,5.0,13.0,5.0,Cukup,Kurang,Cukup,8.624596361345198,7.174267571078079,8.827790973871736,A-,A-,A,B,A-,A-,82.49583333333334,3.63
15.0,13.0,13.0,11.0,12.0,10.5,14.0,8.0,11.0,18.0,Kurang,Baik,Baik,9.0,6.8856256314042446,8.352731591448933,A,B+,A,A-,A,B+,85.83083333333333,3.73
16.0,18.0,12.0,16.0,12.0,11.5,20.0,5.0,12.0,13.0,Cukup,Kurang,Cukup,9.2546664566433,7.0,8.352731591448933,A-,B,B+,B-,B+,A-,76.66166666666668,3.58
14.0,14.0,13.0,10.0,9.0,10.5,20.0,10.0,12.0,11.0,Kurang,Cukup,Baik,8.624596361345198,6.59698369173041,9.302850356294538,A-,A-,A,B+,A,A-,84.99666666666667,3.58
14.0,12.0,14.0,10.0,12.0,11.0,16.0,1.0,12.0,16.0,Cukup,Baik,Tinggi,9.2546664566433,7.751551450425748,10.490498812351545,B,B+,A,B,A-,B+,79.16250000000001,3.43
15.0,9.0,12.0,14.0,10.5,9.5,10.0,7.0,11.0,8.0,Baik,Kurang,Cukup,7.0,6.0,9.065320665083137,A,B+,A-,B,A-,A-,81.66250000000001,3.52
15.0,14.0,12.0,11.0,9.0,9.0,18.0,3.0,13.0,18.0,Cukup,Kurang,Cukup,9.56970150429235,8.617477269447253,9.77790973871734,A,A,A,A,A,A-,90.8325,3.83
13.0,17.0,16.0,12.0,11.5,13.0,18.0,5.0,16.0,15.0,Cukup,Kurang,Cukup,9.2546664566433,7.751551450425748,10.252969121140143,A-,B+,A,B+,A-,B+,81.66250000000001,3.66
18.0,8.0,14.0,13.0,10.5,13.0,19.0,9.0,8.0,18.0,Baik,Baik,Baik,8.624596361345198,8.040193390099583,10.015439429928742,A-,B,A,B,A-,A-,80.82916666666667,3.44
15.0,11.0,12.0,10.0,10.0,10.0,18.0,3.0,13.0,16.0,Cukup,Cukup,Kurang,9.2546664566433,8.328835329773417,9.065320665083137,A-,B+,A,A,A,A-,86.66416666666667,3.63
14.0,12.0,10.0,10.0,12.0,11.5,16.0,5.0,15.0,20.0,Baik,Baik,Tinggi,8.0,7.0,8.590261282660334,A-,B+,B,B+,C,C,70.82833333333333,3.4
18.0,17.0,12.0,14.0,13.5,13.5,18.0,,10.0,17.0,Baik,Cukup,Baik,7.994526266047096,6.0,12.86579572446556,A,A,A,A,A,A,92.5,3.89
15.0,9.0,14.0,14.0,8.5,12.5,17.0,5.0,13.0,19.0,Baik,Cukup,Baik,6.0,7.0,8.590261282660334,A-,B+,A,B+,B+,B,79.99583333333334,3.53
15.0,16.0,14.0,15.0,13.5,10.0,20.0,3.0,11.0,15.0,Baik,Cukup,Tinggi,8.624596361345198,6.59698369173041,9.065320665083137,A-,B+,A,B,A-,A-,81.66250000000001,3.63
16.0,,10.0,8.0,9.5,9.0,12.0,7.0,8.0,14.0,Baik,Baik,Tinggi,9.0,7.751551450425748,6.452494061757722,A,A-,B+,B+,B-,A-,79.99583333333334,3.48
13.0,8.0,11.0,15.0,9.5,10.0,13.0,7.0,13.0,11.0,Cukup,Cukup,Cukup,8.939631408994249,8.617477269447253,10.252969121140143,B+,B+,A-,B+,B,B+,77.495,3.64
13.0,,13.0,12.0,10.5,9.5,20.0,8.0,14.0,7.0,Rendah,Rendah,,13.665157123730014,11.215254726511763,10.728028503562946,B,B+,B+,B+,B-,B+,74.995,3.21
16.0,9.0,13.0,12.0,10.0,11.5,17.0,7.0,10.0,12.0,Rendah,Kurang,Cukup,12.405016933133808,7.751551450425748,10.490498812351545,B+,A-,B+,B+,B,A,79.99583333333334,3.34
11.0,11.0,10.0,10.0,9.0,9.5,20.0,,16.0,13.0,Kurang,Kurang,Cukup,8.939631408994249,6.59698369173041,9.065320665083137,B,B,B+,A-,A-,B+,77.495,3.27
14.0,12.0,11.0,10.0,11.5,11.0,20.0,5.0,12.0,16.0,Cukup,Cukup,Baik,7.994526266047096,7.0,7.87767220902613,B,B+,B+,B-,B,C+,71.66166666666668,3.13
13.0,8.0,13.0,9.0,9.0,8.0,18.0,3.0,13.0,9.0,Kurang,Rendah,Kurang,7.994526266047096,6.0,9.54038004750594,A,B+,B+,B,B,B+,78.32916666666667,3.47
13.0,12.0,12.0,11.0,10.0,11.0,17.0,3.0,14.0,16.0,Baik,Baik,Baik,7.679491218398044,5.0,7.4026128266033275,B+,B+,A,C+,B,B+,76.66250000000001,3.31
11.0,13.0,14.0,12.0,10.5,11.0,11.0,7.0,10.0,1.0,Cukup,Tinggi,Baik,6.0,6.0,8.115201900237532,A-,B+,B+,B+,B,B+,77.495,3.52
15.0,,15.0,15.0,10.5,12.5,20.0,5.0,12.0,20.0,Kurang,Cukup,Baik,10.829841694888554,7.0,9.54038004750594,B,B+,B+,A-,A,B+,79.99583333333334,3.43
12.0,13.0,14.0,10.0,9.5,12.0,20.0,8.0,9.0,18.0,Baik,Baik,Cukup,11.144876742537605,7.174267571078079,9.77790973871734,A,A-,A,A,A,A,90.8325,3.61
17.0,15.0,14.0,14.0,13.0,12.0,16.0,5.0,12.0,12.0,Tinggi,Baik,Baik,11.144876742537605,6.8856256314042446,9.77790973871734,B+,B,A-,B,A-,A-,78.32833333333333,3.37
17.0,15.0,10.0,12.0,10.5,10.0,18.0,8.0,11.0,10.0,Baik,Baik,Tinggi,8.624596361345198,6.59698369173041,8.115201900237532,A,A-,A-,A,A,A,89.165,3.85
16.0,15.0,13.0,11.0,10.5,10.0,18.0,1.0,14.0,17.0,Cukup,Baik,Cukup,7.679491218398044,7.0,9.54038004750594,A,A-,A-,A,A,A,89.165,3.93
16.0,12.0,12.0,14.0,13.0,10.0,19.0,5.0,10.0,15.0,Cukup,Baik,Baik,7.0,7.0,10.252969121140143,B+,B+,A,B,A-,B+,79.99583333333334,3.36
14.0,14.0,13.0,16.0,10.5,11.0,16.0,5.0,13.0,8.0,Kurang,Baik,Cukup,6.0,7.0,8.590261282660334,A-,A,A,A,A-,A-,87.4975,3.74
16.0,10.0,12.0,14.0,12.0,11.5,15.0,3.0,10.0,13.0,Cukup,Cukup,Baik,8.0,7.174267571078079,8.590261282660334,A-,A-,B+,B,B,B+,77.495,3.53
12.0,13.0,12.0,14.0,11.0,10.0,18.0,7.0,12.0,3.0,Baik,Baik,Cukup,8.939631408994249,7.174267571078079,9.77790973871734,A-,A-,B+,B+,B,A-,79.16166666666668,3.44
14.0,9.0,14.0,13.0,12.0,9.5,20.0,9.0,11.0,18.0,Kurang,Cukup,Cukup,8.624596361345198,7.0,9.77790973871734,B,B+,B,B,C,B,70.82833333333333,3.15
18.0,15.0,14.0,12.0,13.0,12.0,14.0,8.0,14.0,8.0,Baik,Baik,Baik,7.994526266047096,6.8856256314042446,9.302850356294538,B+,A-,A,B,B,A-,79.99583333333334,3.51
11.0,10.0,14.0,12.0,9.0,10.5,18.0,5.0,12.0,9.0,Baik,Kurang,Kurang,9.56970150429235,7.174267571078079,10.96555819477435,A-,B,B+,B+,B,A-,77.495,3.62
16.0,14.0,14.0,12.0,9.5,11.0,13.0,3.0,15.0,7.0,Baik,Baik,Cukup,9.884736551941401,7.751551450425748,7.640142517814729,B+,A-,A,B,C,B+,76.66250000000001,3.42
12.0,9.0,14.0,12.0,11.0,10.5,17.0,5.0,16.0,11.0,Baik,Cukup,Baik,9.0,7.4629095107519134,9.77790973871734,B,B+,C,A-,A-,B+,74.995,3.28
15.0,14.0,14.0,14.0,11.0,13.0,18.0,7.0,10.0,14.0,Cukup,Cukup,Baik,7.0,7.0,8.590261282660334,A,B,B+,B+,B,B+,78.32916666666667,3.73
13.0,12.0,13.0,10.0,9.0,10.5,19.0,7.0,13.0,8.0,Kurang,Kurang,Cukup,8.624596361345198,7.0,8.827790973871736,A,A,A-,B,B+,B+,82.49666666666667,3.56
15.0,15.0,14.0,16.0,12.5,13.5,19.0,1.0,13.0,9.0,Baik,Baik,Baik,8.624596361345198,7.0,8.827790973871736,B,B,B+,A,A-,B+,79.16250000000001,3.42
17.0,14.0,13.0,12.0,9.5,10.5,10.0,3.0,10.0,14.0,Cukup,Cukup,Cukup,6.0,6.59698369173041,8.827790973871736,A-,B,A,A,A,A-,85.83083333333333,3.72
18.0,16.0,16.0,13.0,13.0,13.5,17.0,,14.0,10.0,Baik,Cukup,Baik,7.994526266047096,7.0,8.827790973871736,B+,A-,A,B+,A,A-,84.16333333333334,3.55
14.0,12.0,12.0,12.0,11.5,12.0,10.0,7.0,11.0,18.0,Rendah,Baik,Cukup,7.0,6.8856256314042446,8.827790973871736,A-,B+,A,B,B+,B+,79.99583333333334,3.65
14.0,11.0,14.0,12.0,11.5,11.0,19.0,5.0,11.0,15.0,Cukup,Baik,Baik,9.56970150429235,9.77204502814259,9.54038004750594,A-,B+,A-,B,B+,B+,78.32833333333333,3.58
14.0,11.0,10.0,12.0,11.5,11.0,20.0,9.0,11.0,8.0,Cukup,Kurang,Kurang,8.939631408994249,7.0,8.115201900237532,A-,A-,A,B-,A,A-,83.33,3.5
13.0,11.0,12.0,12.0,13.5,9.5,20.0,3.0,9.0,17.0,Baik,Baik,Tinggi,8.0,7.0,8.352731591448933,A,B+,A-,B,A,A-,83.33,3.46
11.0,11.0,15.0,11.0,11.5,10.0,16.0,5.0,15.0,14.0,Cukup,Kurang,Baik,7.679491218398044,6.0,7.640142517814729,A-,A,A,A-,A-,A-,85.83,3.74
18.0,12.0,10.0,13.0,11.5,14.0,20.0,3.0,14.0,14.0,Cukup,Cukup,Cukup,7.0,5.0,5.97743467933492,A,B,A-,B,B+,B+,79.16250000000001,3.56
16.0,12.0,13.0,11.0,11.0,11.0,19.0,3.0,13.0,13.0,Cukup,Baik,Baik,10.199771599590452,8.328835329773417,10.728028503562946,B,B+,A-,B,A-,A-,78.32833333333333,3.27
0.0,9.0,12.0,12.0,11.0,9.5,18.0,7.0,14.0,3.0,Cukup,Cukup,Cukup,8.939631408994249,8.617477269447253,9.54038004750594,B+,A,A,A-,B+,B+,83.33,3.59
14.0,14.0,12.0,14.0,11.0,11.5,18.0,3.0,10.0,15.0,Rendah,Cukup,Cukup,8.0,7.4629095107519134,7.87767220902613,B-,B+,A-,B,B+,C,72.495,3.23
18.0,15.0,16.0,17.0,13.5,14.0,18.0,8.0,15.0,16.0,Cukup,Cukup,Cukup,8.939631408994249,7.0,8.352731591448933,A,A,A,A,A-,A-,89.165,3.79
18.0,10.0,15.0,12.0,13.0,10.5,20.0,8.0,13.0,10.0,Cukup,Kurang,Cukup,8.939631408994249,7.0,10.252969121140143,B+,B+,A,B+,A-,A-,81.66250000000001,3.54
14.0,9.0,14.0,14.0,12.0,13.5,15.0,5.0,10.0,16.0,Baik,Baik,Baik,10.514806647239503,7.0,6.6900237529691235,A-,B+,A,B,B+,B+,79.99583333333334,3.28
9.0,14.0,14.0,14.0,11.0,12.5,14.0,1.0,13.0,20.0,Baik,Cukup,Tinggi,9.56970150429235,6.59698369173041,8.827790973871736,B+,B,A,B,A-,B+,79.16250000000001,3.0
18.0,17.0,14.0,16.0,13.0,12.0,9.0,,11.0,15.0,Kurang,Cukup,Kurang,6.7343860754508915,6.0,8.590261282660334,B,C,B-,B+,A,B+,74.16250000000001,2.81
15.0,17.0,15.0,16.0,14.0,14.0,10.0,3.0,11.0,20.0,Rendah,Baik,Kurang,9.0,7.174267571078079,9.065320665083137,A-,B+,B,A-,A,B+,80.82916666666667,3.57
15.0,12.0,14.0,14.0,11.0,9.5,11.0,3.0,12.0,10.0,Kurang,Baik,Cukup,9.0,7.0,9.77790973871734,A-,A-,B+,B,B+,B+,78.32833333333333,3.49
14.0,14.0,12.0,14.0,11.0,10.5,16.0,3.0,10.0,15.0,Baik,Baik,Baik,9.2546664566433,7.0,9.77790973871734,B,B,C+,B,A-,B+,73.32833333333333,2.89
16.0,14.0,16.0,13.0,14.5,12.0,17.0,1.0,12.0,20.0,Cukup,Cukup,Cukup,7.679491218398044,7.4629095107519134,9.302850356294538,A,A-,B+,B,A-,B+,80.82916666666667,3.32
17.0,15.0,14.0,13.0,11.0,11.5,20.0,3.0,9.0,20.0,Baik,Cukup,Baik,9.56970150429235,7.0,10.015439429928742,B+,B+,A,B,A,B+,81.66333333333334,3.43
13.0,12.0,11.0,10.0,12.0,8.5,20.0,,10.0,20.0,Baik,Baik,Cukup,11.144876742537605,6.8856256314042446,11.203087885985749,C+,B,B+,B-,A,B+,74.99583333333334,2.87
15.0,15.0,14.0,14.0,12.5,11.5,13.0,3.0,5.0,13.0,Baik,Baik,Cukup,6.7343860754508915,7.174267571078079,8.590261282660334,A,A-,B,A-,B,B-,78.32916666666667,3.63
14.0,14.0,14.0,12.0,12.0,11.5,13.0,1.0,7.0,18.0,Cukup,Baik,Baik,8.939631408994249,8.040193390099583,8.590261282660334,B+,B+,B,B+,A-,B+,77.495,3.32
13.0,10.0,12.0,13.0,12.0,11.0,10.0,1.0,13.0,14.0,Kurang,Baik,Cukup,8.0,7.0,9.77790973871734,B+,A-,B,A-,B+,B,77.495,3.27
14.0,14.0,12.0,14.0,12.0,14.0,17.0,1.0,11.0,18.0,Kurang,Kurang,Kurang,6.0,5.0,9.302850356294538,B,B,B,A-,A-,B+,76.66166666666668,3.04
18.0,18.0,14.0,18.0,14.5,16.0,13.0,,13.0,20.0,Baik,Baik,Tinggi,7.0,7.0,7.4026128266033275,A-,B+,B,A,B+,B,79.16250000000001,3.62
